"HolderAddress","Balance","PendingBalanceUpdate"
"0x000000000000000000000000000000000000dead","0.947337","No"
"0x000000000000084e91743124a982076c59f10084","0.001337","No"
"0x0000000000003f5e74c1ba8a66b48e6f3d71ae82","1E-18","No"
"0x0000000000007f150bd6f54c40a34d7c3d5e9f56","0.178923482887806","No"
"0x0000000000051666bbfbb42925c3ee5d50cf6b10","1E-18","No"
"0x000000000035b5e5ad9019092c665357240f594e","0.572815132240063","No"
"0x00000000003b3cc22af3ae1eac0440bcee416b40","1E-18","No"
"0x0000000000884a0e1fb44f9e24fa3bdb19514fae","0.0236120459133698","No"
"0x0000000000d1d773661e4b2102bbe07d4dcde777","2E-14","No"
"0x0000000000d41c96294ccdac8612bdfe29c641af","1E-18","No"
"0x000000000bdbd514fd0ebb5b5773e006145d5140","5E-18","No"
"0x00000000500e2fece27a7600435d0c48d64e0c00","5.001E-15","No"
"0x000000005736775feb0c8568e7dee77222a26880","4.7E-17","No"
"0x0000000099cb7fc48a935bceb9f05bbae54e8987","9E-18","No"
"0x00000000b7ca7e12dcc72290d1fe47b2ef14c607","1.37E-16","No"
"0x00000000cd47aa64daf64f5144b0d7885754374c","0.001337","No"
"0x0000001ea7022cd5d3666beb277c9dc323adc3d9","2.56206721107906","No"
"0x00000064679010bf4602a636085ade15db041c89","1E-18","No"
"0x0000007c68390193776e8b44df3b698d311070b9","1E-18","No"
"0x0004e9173b79df4c7e81bf0bf2ce31ae505de524","3.25447945416437","No"
"0x000885790f1bc9b91d14968d46b3ca289a810b45","7.64821762049271","No"
"0x000bcfd6b263d927f8a4353a7d669ae7300a8c90","1","No"
"0x00119623d55065defe5fd82b87783f78364e6732","50.0006027693519","No"
"0x001bd414f417adf77d0c365c69357ba7fc036bea","22.8433826222813","No"
"0x001c85ba903d2abdb01e11628ccf59e470451176","6.82650662062966","No"
"0x002c931d863af4ed4d14e5d548d5ad8daaf4c2c0","11.6864954820869","No"
"0x002d20145ecdc5c9ab30d49b28ad339251d9e8ac","0.89703061148427","No"
"0x0031a2d5ea5b69bcb8e191f5f0ae7919e9c9f0db","3.29258600531946","No"
"0x003603352478fd9f09a844c34b2a35b5df0ef7c5","433.239713267829","No"
"0x0039a4e14f6eec849bd0fa0e8ebe1a6b5926b240","28.171768174818","No"
"0x003b3ad0cace4f3bb38d17b4343a429e49ec8a47","1.91920379174985","No"
"0x004423d236704114db6b78e708f6d458dee2f8a4","55.0786968682081","No"
"0x004d4ef62710a285b30379d7fc754bff5e3200be","5.8196765445983","No"
"0x004dec538105ea7308df506ec6fd2b0f262bec0a","0.005","No"
"0x004e75c5ffa839ed59416cd4786d69200986e073","73.9407443550416","No"
"0x0052d946e67cd8c7dedba7bc9fa71d188dc3ee23","5.22931347768934","No"
"0x00561a0d394a2cad87c811615f72b61cb0ed3faa","1.00061929799795","No"
"0x006269922103970045fe7ed981fde9405c5482ee","1.17927444671821","No"
"0x006db59d855554c6a97750c5763d55aebd7b5122","1.00535077177963","No"
"0x006e121ce48148d3494005d2428e145af0174b40","4.69310675662915","No"
"0x0073825c4924c716aae98828d1007b28ca0973a4","161.681091267018","No"
"0x007cb76a34e98be90b5720be713dffda030e7cd7","11.0103049501749","No"
"0x007e81ed1bdd34fe7de47ae4a1643e19d65963e8","2.42454129992457","No"
"0x0087db5a423242da11cc9655cc4e012ce31888ee","0.001337","No"
"0x008c9846ce3c8394809191b3798251ac5c44cc2d","50.4119433805544","No"
"0x008cc216b2564a31d6b6e571a0985707e951e8ea","0.148728292139779","No"
"0x008d4702d31992835f511f68bb9ce88bb9e39b82","0.773050460775829","No"
"0x009079f833456bd56344c212a73890ffd0802b60","7","No"
"0x00989a58f073fe56ec0f0e1cd8d3fec58cc7a477","1.00317093244997","No"
"0x00a211da3ad3f5e4da53c06523425d2616002657","1.62763314196228","No"
"0x00a3b5a41160976ce0d19256c6405b7ada2053f9","4.21900539287367","No"
"0x00a6ea7041c5b315730155fa238b121f8df44e65","2.35658587035368","No"
"0x00a6f2ef88ef55617c7bc4899277915af2e1e83b","2.79527299901971","No"
"0x00a7b9db93e225a9cda4629cd99fd3fd5c4793c7","1.03427330384755","No"
"0x00ab56299d1a99632b8f082f8ca34148278c1ea3","0.00265297345717537","No"
"0x00adbc6ab648ec50adc2fb9895e979a367f2af1b","0.482326748275374","No"
"0x00adfc500b3e41ee753cd0f111860015c90b723b","4","No"
"0x00afae508bc08329fbbe7cd0a5a011fe89a2b9bb","0.536332730600106","No"
"0x00b12e2691bbcbbaa0bfd7dd89679ada7cb3038a","2.80224079229833","No"
"0x00b1e009f305ae6054ce585f73410bbfcf3332fc","1","No"
"0x00bbc8e5448ab8a62fff5fd6e8f6dfc94ad1cccc","0.001337","No"
"0x00c2a32df9a4cad3962e782e667d10f0618ce24e","1","No"
"0x00c45af1e6cb2a13f000a5d64606b957813f40fe","20.2459920477171","No"
"0x00cb45f6e6e6f72077a6339426b7b0a796652be3","17.8208342040631","No"
"0x00cc713d7b539307a93699fe1dd29577a2c9c10f","0.718520071058847","No"
"0x00ce8bb24ac5b524b7439667ac3288522c0261dc","75.0881917727536","No"
"0x00d48342cd7379ae6ef0bcea6b2ff22ed3572ab4","8","No"
"0x00d9fd74db29236d8c9387c3328b138f8d1d2a89","0.654768530288739","No"
"0x00db234d4d6eccf92d56baddbec425e8007a2c0e","0.9","No"
"0x00db67861bcacaa57f8d06af3c665fa943fd5da0","0.289683781757024","No"
"0x00defd5fe12f1e1598a706e245d93b481881b08e","8.32975028982482","No"
"0x00df6789cdfb57775d6886b61754f75795af7442","83.4313283476846","No"
"0x00e58856a79a523a85ddfd753d5ab7a98f265c4a","73.0659873196091","No"
"0x00ee5b931aaf9ba8b996ea3ae891c961cc27f2da","15.4539181590092","No"
"0x00fc016bbd8a230dcfbf38a58e5444d78d5b0ac9","10.0479118007235","No"
"0x00fd961c1d85f0d3d14df881cc91432f1bcfc944","148.580777366134","No"
"0x010003471c5c0d57df00923846abf324b59e9601","4.05826241318506","No"
"0x0105d6cccd6ae70c7ffc5d0b3cb8c254c320f784","242.435996392346","No"
"0x010dd286161b3b4e64ad199ef0d51a3eb7cdfe54","3.54090010904613","No"
"0x0111376433612c7fe93d8277683f9b7a3486b4de","2","No"
"0x0114cad56e64ed1fe71cdf1c74d2ffea0ec79d2f","1","No"
"0x0115498c5dc1e0f2a1e298f65697714346124589","31.1287888163377","No"
"0x0115cd40489646207502535ffdb04bca91c86205","204.431140521724","No"
"0x0117f62ca087313b48580c5b98ceb546388dac3f","8.00008314167214","No"
"0x01184cdbcc5bf2fcdcffbec2369eecff39733529","2.51157581986126","No"
"0x0118943567b0f0fee599b2aad2db0f7e0c68bacd","50","No"
"0x011d9cbba7b168efb1424b1ff151d26bc7c077f2","1","No"
"0x011e5a4ff623a8961a39c2b28012f01ed407c1b0","5","No"
"0x0122319e1772e3b2c420e67ab9f3d9399092bae1","2.73577843573036","No"
